case_no,applicant_citizenship,visa_type,employer_name,job_city,job_state,wages,applicant_highest_education,major_study,decision_date,case_status
A-16102-95516,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Bachelor's,COMPUTER INFORMATION SYSTEMS,7/28/2016,Certified
A-16123-04520,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Bachelor's,ELECTRICAL AND ELECTRONICS ENGINEERING,7/29/2016,Certified
A-16123-04574,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,65395,Bachelor's,TECHNOLOGY (COMPUTER SCIENCE & ENGINEERING),7/29/2016,Certified
A-16139-11397,NEPAL,F-1,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Master's,BUSINESS ADMINISTRATION,8/1/2016,Certified
A-16123-04398,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,87318,Bachelor's,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,8/1/2016,Certified
A-16123-04440,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Master's,ELECTRICAL ENGINEERING,8/2/2016,Certified
A-16123-04477,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER SCIENCE,8/2/2016,Certified
A-16144-13126,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Bachelor's,TECHNOLOGY,8/19/2016,Certified
A-16168-22461,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER APPLICATIONS,8/22/2016,Certified
A-16168-22511,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER APPLICATIONS,8/22/2016,Certified
A-16132-08270,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Bachelor's,TECHNOLOGY,8/22/2016,Certified
A-16173-24129,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Bachelor's,TECHNOLOGY (COMPUTER SCIENCE AND ENGINEERING),8/22/2016,Certified
A-16181-27400,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,87318,Master's,COMPUTER ENGINEERING,8/22/2016,Certified
A-16139-11427,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER SCIENCE,8/23/2016,Certified
A-16139-11436,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,SOFTWARE ENGINEERING,8/23/2016,Certified
A-16160-19195,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Master's,ELECTRICAL ENGINEERING,8/26/2016,Certified
A-16160-19174,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER APPLICATIONS,8/26/2016,Certified
A-16159-18623,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER APPLICATIONS,8/26/2016,Certified
A-16159-18530,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,87318,Master's,COMPUTER APPLICATIONS,8/26/2016,Certified
A-16159-18601,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,54018,Master's,COMPUTER NETWORKING,8/26/2016,Certified
A-16155-17595,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,87443,Bachelor's,COMPUTER SCIENCE,8/29/2016,Certified
A-16166-21349,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,87318,Bachelor's,ENGINEERING (ELECTRONICS AND COMMUNICATION),8/31/2016,Certified
A-16166-21351,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Master's,COMPUTER SCIENCE,9/22/2016,Certified
A-15265-20367,INDIA,H-1B,VSOFT SERVICES INC,Novi,MI,79539,Bachelor's,COMPUTER SCIENCE & ENGINEERING,7/22/2016,Certified
A-16028-66401,INDIA,H-1B,"V-SOLVE, INC.",FOREST HILLS,NY,91562,Master's,COMPUTER INFORMATION SYSTEMS,6/8/2016,Certified
A-16028-66367,INDIA,H-1B,"V-SOLVE, INC.",FOREST HILLS,NY,74734,Bachelor's,ENGINEERING,6/8/2016,Certified
A-16070-83070,INDIA,H-1B,VSP,Rancho Cordova,CA,103126,Bachelor's,ELECTRONIC ENGINEERING,6/16/2016,Certified
A-16074-84253,INDIA,H-1B,VSP,Rancho Cordova,CA,117354,Bachelor's,COMPUTER ENGINEERING,6/30/2016,Certified
A-16083-88467,INDIA,H-1B,VSP,Rancho Cordova,CA,121139,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-16110-99269,INDIA,H-1B,VSP,Rancho Cordova,CA,117354,Bachelor's,COMPUTER SCIENCE AND ENGINEERING,7/22/2016,Certified
A-16160-19678,INDIA,H-1B,VSP,Rancho Cordova,CA,90022,Bachelor's,INFORMATION SYSTEMS,8/24/2016,Certified
A-15310-36775,INDIA,F-1,VSQUARE INFOTECH INC,ISELIN,NJ,77210,Master's,SCIENCE,6/30/2016,Certified
A-15314-37716,INDIA,F-1,VSQUARE INFOTECH INC,ISELIN,NJ,77210,Master's,ELECTRICAL ENGINEERING,7/7/2016,Certified
A-15310-36903,INDIA,H-1B,VSQUARE INFOTECH INC,ISELIN,NJ,77210,Master's,ELECTRICAL ENGINEERING,7/11/2016,Certified
A-16239-46914,CHINA,H-1B,VSQUARE INFOTECH INC,ISELIN,NJ,83741,Master's,ELECTRICAL ENGINEERING,9/16/2016,Withdrawn
A-10239-16243,JAPAN,H-1B,"VSSF ASSOCIATES, LLC",San Francisco,CA,66227,Bachelor's,BA IN HOTEL ADMINISTRATION,7/26/2016,Denied
A-15306-34996,INDIA,H-1B,VST CONSULTING INC,Iselin,NJ,93018,Master's,BUSINESS ADMINISTRATION,6/13/2016,Certified
A-16180-26920,INDIA,H-1B,VST CONSULTING INC,Iselin,NJ,101400,Bachelor's,COMPUTER ENGINEERING,8/22/2016,Certified
A-16152-16126,INDIA,H-1B,VST CONSULTING INC,Iselin,NJ,97968,Master's,TELECOMMUNICATION NETWORKS,8/31/2016,Certified
A-16133-09248,INDIA,H-1B,"VT, IDIRECT, INC",Herndon,VA,96411,Bachelor's,ELECTRONICS ENGINEERING,7/29/2016,Certified
A-16138-11177,CHINA,H-1B,"VT, IDIRECT, INC",Herndon,VA,99400,Master's,COMPUTER SCIENCE,7/29/2016,Certified
A-16133-09555,INDIA,H-1B,"VT, IDIRECT, INC",Herndon,VA,130229,Bachelor's,ELECTRONICS ENGINEERING,7/29/2016,Certified
A-16143-13116,INDIA,H-1B,"VT, IDIRECT, INC",Herndon,VA,86000,Master's,COMPUTER SCIENCE,8/3/2016,Certified
A-16161-20286,INDIA,H-1B,"VT, IDIRECT, INC",Herndon,VA,133800,Bachelor's,ELECTRONICS ENGINEERING,8/24/2016,Certified
A-16038-70182,INDIA,H-1B,Vuegen Technologies Inc,Hoffman Estates,IL,92706,Bachelor's,COMPUTER SCIENCE & ENGINEERING,6/9/2016,Certified
A-16061-78554,INDIA,H-1B,Vuegen Technologies Inc,Hoffman Estates,IL,105102,Bachelor's,COMPUTER INFORMATION SYSTEMS AND INFORMATION TECHNOLOGY,6/27/2016,Certified
A-16075-84414,INDIA,H-1B,Vuesol Technologies Inc,Alpharetta,GA,163696,Master's,INDUSTRIAL MANAGEMENT,6/30/2016,Certified
A-16075-84415,INDIA,H-1B,Vuesol Technologies Inc,Alpharetta,GA,163696,Master's,BUSINESS ADMINISTRATION,6/30/2016,Certified
A-16089-90351,BRAZIL,H-1B,"Vungle, Inc.",San Francisco,CA,102357,Master's,COMPUTER SCIENCE,7/28/2016,Certified
A-16119-03076,INDIA,H-1B,"VWR Chemicals, LLC.",Aurora,OH,59446,Master's,CHEMISTRY,7/29/2016,Certified
A-16141-12511,INDIA,H-1B,"VWR Chemicals, LLC.",Aurora,OH,59446,Master's,CHEMISTRY,7/29/2016,Certified
A-16064-80417,INDIA,H-1B,"VWR INTERNATIONAL, LLC",Radnor,PA,81619,Other,COMPUTER INFORMATION SYSTEMS,6/28/2016,Certified
A-16060-78034,INDIA,H-1B,"VWR INTERNATIONAL, LLC",Radnor,PA,81619,Master's,COMPUTER ENGINEERING,6/28/2016,Certified
A-16104-96618,INDIA,H-1B,"VWR INTERNATIONAL, LLC",Radnor,PA,111925,Master's,COMPUTER INFORMATION SYSTEMS (COMPUTER APPLICATIONS),7/22/2016,Certified
A-16015-61847,INDIA,H-1B,"VYCON, INC.",Cerritos,CA,81432,Master's,MECHANICAL ENGINEERING,9/12/2016,Certified
A-16176-25829,CHINA,H-1B,W. R. BERKLEY CORPORATION,Greenwich,CT,95118,Bachelor's,BUS. ADMIN. (ACTUARIAL SCIENCE) & MATHEMATICS,8/24/2016,Certified
A-16014-61284,CANADA,H-1B,W. R. GRACE & CO.,Columbia,MD,106538,Master's,BUSINESS ADMINISTRATION,7/6/2016,Certified
A-15357-54188,IRAN,F-1,W.G. Clark Construction,Seattle,WA,62088,Master's,CIVIL ENGINEERING,9/23/2016,Denied
A-16104-96650,CHINA,H-1B,W.S. Darley & Co,Itasca,IL,52707,Master's,ENVIRONMENTAL ENGINEERING,8/24/2016,Certified
A-15264-19807,INDIA,H-1B,"W.W. GRAINGER, INC.",Lake Forest,IL,66518,Master's,INFORMATION TECHNOLOGY AND MANAGEMENT,6/17/2016,Certified
A-16041-71387,INDIA,H-1B,WABCO Compressor Manufacturing Company,Charleston,SC,87339,Bachelor's,MECHANICAL ENGINEERING,6/3/2016,Certified
A-16098-94054,INDIA,H-1B,Wagner College,Staten Island,NY,82143,Doctorate,CHEMISTRY,7/28/2016,Certified
A-16153-16363,INDIA,H-1B,WAGONER MEDICAL GROUP P C,Grand Island,NE,150738,Other,MEDICINE,8/24/2016,Certified
A-16071-83611,CHINA,H-1B,WAH HUNG GROUP INC.,Monterey Park,CA,37149,Master's,BUSINESS ADMINISTRATION,7/28/2016,Certified
A-16027-65826,INDIA,H-1B,WAKE FOREST UNIVERSITY HEALTH SCIENCES,Winston-Salem,NC,96493,Other,MEDICINE,6/13/2016,Certified
A-16083-88372,INDIA,H-1B,WAKE FOREST UNIVERSITY HEALTH SCIENCES,Winston-Salem,NC,96493,Other,MEDICINE,6/30/2016,Certified
A-16083-88307,INDIA,H-1B,WAKE FOREST UNIVERSITY HEALTH SCIENCES,Winston-Salem,NC,96493,Other,MEDICINE,7/5/2016,Certified
A-16083-88306,PAKISTAN,J-1,WAKE FOREST UNIVERSITY HEALTH SCIENCES,Winston-Salem,NC,96493,Other,MEDICINE,7/5/2016,Certified
A-16112-00161,INDIA,H-1B,WAKE FOREST UNIVERSITY HEALTH SCIENCES,Winston-Salem,NC,56930,Other,MEDICINE,7/13/2016,Certified
A-16068-81637,THAILAND,F-1,Wake me Up Inc.,Watertown,MA,58074,Master's,MANAGEMENT,7/6/2016,Certified
A-16056-77149,MALAYSIA,H-1B,Wakely Consulting Group LLC,Englewood,CO,112320,Bachelor's,ACTUARIAL SCIENCE,6/27/2016,Certified
A-16004-56590,SOUTH KOREA,F-1,"WALDMAN, HIRSCH & COMPANY, LLP",New York,NY,96741,Master's,ACCOUNTANCY,9/23/2016,Certified
A-16034-68515,INDIA,H-1B,"WALKER NELL PARTNERS, INC.",Philadelphia,PA,66726,Bachelor's,BUSINESS ADMINISTRATION (FINANCE CONC.),6/6/2016,Certified
A-16140-12265,CHINA,H-1B,WALKER PARKING CONSULTANTS,San Francisco,CA,72654,Master's,CIVIL AND ENVIRONMENTAL ENGINEERING,8/1/2016,Certified
A-16126-06346,VENEZUELA,H-1B1,"Walker Reid Strategies, Inc.",Lake Worth,FL,32510,Bachelor's,BUSINESS ADMINISTRATION AND MANAGEMENT,8/25/2016,Certified
A-10301-28342,GERMANY,H-1B,WALKING THE DOG THEATER,Ghent,NY,18242,Bachelor's,DANCE/EURYTHMY,7/28/2016,Denied
A-16131-07648,CANADA,H-2A,WALL FARMS INC,ROGERS,NM,37606,None,,6/10/2016,Denied
A-16027-65930,BULGARIA,H-1B,Wallace Garcia Wilson Architects Inc.,Houston,TX,46946,Master's,ARCHTECTURE W. CONCENTRATION IN URBAN AND SUBURBAN DESIGN,9/20/2016,Certified
A-16099-94768,VENEZUELA,F-1,"Wallisville Dental Associates, P.A.",HOUSTON,TX,133203,Other,DENTISTRY,7/19/2016,Certified
A-16008-59092,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,117645,Bachelor's,ELECTRONIC ENGINEERING,5/26/2016,Certified
A-16007-58568,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,91166,Master's,ELECTRICAL ENGINEERING,5/27/2016,Certified
A-16026-65453,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,120349,Master's,ELECTRICAL ENGINEERING,5/31/2016,Certified
A-16025-64738,VIETNAM,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,107390,Other,STATISTICS,5/31/2016,Certified
A-16028-66387,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,93579,Master's,INFORMATION SYSTEMS AND OPERATIONS MANAGEMENT,6/1/2016,Certified
A-16027-65995,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",SAN BRUNO,CA,138362,Bachelor's,CIVIL ENGINEERING,6/2/2016,Certified
A-16022-64187,CHINA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,102357,Master's,COMPUTER SCIENCE,6/6/2016,Certified
A-16039-70391,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,145350,Master's,ELECTRICAL ENGINEERING,6/9/2016,Certified
A-15345-49793,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,82576,Master's,COMPUTER ENGINEERING,6/13/2016,Certified
A-15338-46802,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,188822,Bachelor's,INFORMATION TECHNOLOGY,6/14/2016,Certified
A-15313-37396,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,119350,Master's,COMPUTER APPLICATIONS,6/14/2016,Certified
A-16047-73573,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,120349,Master's,COMPUTER ENGINEERING,6/16/2016,Certified
A-16036-69970,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,89149,Master's,COMPUTER SCIENCE AND ENGINEERING,6/22/2016,Certified
A-16050-75041,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,120349,Master's,COMPUTER SCIENCE,6/22/2016,Certified
A-16053-75533,CZECH REPUBLIC,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,62109,Bachelor's,ECONOMICS,6/24/2016,Certified
A-16058-77744,CHINA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,120349,Master's,ELECTRICAL AND COMPUTER ENGINEERING,6/24/2016,Certified
A-16058-77800,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,138362,Bachelor's,ELECTRICAL ENGINEERING,6/24/2016,Certified
A-16056-77147,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,96866,Master's,INDUSTRIAL AND SYSTEMS ENGINEERING,6/27/2016,Certified
A-16070-82732,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,89149,Master's,TELECOMMUNICATIONS ENGINEERING,6/29/2016,Certified
A-16085-89261,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Bentonville,AR,85467,Doctorate,MATHEMATICAL SCIENCES,7/5/2016,Certified
A-16125-05672,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Bentonville,AR,97822,Master's,COMPUTER INFORMATION SYSTEMS,7/5/2016,Withdrawn
A-16083-88228,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,118082,Bachelor's,COMPUTER ENGINEERING,7/13/2016,Certified
A-16089-90718,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,164382,Bachelor's,COMPUTER ENGINEERING,7/14/2016,Certified
A-16098-94262,CHINA,H-1B,"WAL-MART ASSOCIATES, INC.",SAN BRUNO,CA,90355,Master's,ARTS MANAGEMENT,7/19/2016,Certified
A-16099-94833,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",SUNNYVALE,CA,108493,Master's,COMPUTER ENGINEERING,7/19/2016,Certified
A-16097-93721,CHINA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,107390,Master's,ELECTRICAL AND COMPUTER ENGINEERING,7/19/2016,Certified
A-16105-97054,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",SAN BRUNO,CA,88317,Master's,BUSINESS ADMINISTRATION,7/20/2016,Certified
A-16103-96066,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",San Bruno,CA,121222,Bachelor's,COMPUTER ENGINEERING,7/20/2016,Certified
A-16102-95687,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,120349,Master's,COMPUTER ENGINEERING,7/28/2016,Certified
A-16124-05088,FRANCE,H-1B,"WAL-MART ASSOCIATES, INC.",SUNNYVALE,CA,119912,Doctorate,ASTROPHYSICS,7/28/2016,Certified
A-16110-98822,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,89856,Master's,BUSINESS ADMINISTRATION,7/29/2016,Certified
A-16134-09671,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,120349,Master's,COMPUTATIONAL SCIENCE AND ENGINEERING,7/29/2016,Certified
A-16110-98950,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,164382,Bachelor's,ELECTRONIC ENGINEERING,7/29/2016,Certified
A-16103-96214,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,164382,Bachelor's,MATHEMATICS,7/29/2016,Certified
A-16160-19634,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,145350,Bachelor's,COMPUTER ENGINEERING,8/8/2016,Withdrawn
A-16133-09253,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",SAN BRUNO,CA,118082,Bachelor's,ELECTRICAL ENGINEERING,8/16/2016,Certified
A-16222-40607,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Bentonville,AR,73736,Master's,COMPUTER SCIENCE,8/22/2016,Withdrawn
A-16111-99559,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,164382,Bachelor's,ELECTRONIC ENGINEERING,8/24/2016,Certified
A-16144-13302,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Bentonville,AR,97822,Master's,COMPUTER INFORMATION SYSTEMS,8/24/2016,Certified
A-16158-18257,CHINA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,120349,Master's,COMPUTER SCIENCE,8/24/2016,Certified
A-16161-20123,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,164382,Bachelor's,ENGINEERING,8/24/2016,Certified
A-16147-15168,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",SUNNYVALE,CA,135491,Bachelor's,COMPUTER ENGINEERING,8/24/2016,Certified
A-16154-17353,TURKEY,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,119912,Doctorate,ELECTRICAL & COMPUTER ENGINEERING,8/24/2016,Certified
A-16126-06181,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",Sunnyvale,CA,164382,Bachelor's,ELECTRONIC ENGINEERING,8/25/2016,Certified
A-16096-92919,INDIA,H-1B,"WAL-MART ASSOCIATES, INC.",SAN BRUNO,CA,118082,Bachelor's,COMPUTER ENGINEERING,8/30/2016,Certified
A-16141-12968,INDIA,H-1B,"Walt Disney Parks and Resorts U.S., Inc.",Lake Buena Vista,FL,102211,Bachelor's,ENGINEERING,8/3/2016,Certified
A-16029-66975,NEPAL,F-1,"WANG ENGINEERING, INC.",Lombard,IL,75712,Master's,CIVIL ENGINEERING,6/3/2016,Certified
A-16056-76881,CHINA,H-1B,WANXIANG AMERICA CORPORATION,Elgin,IL,66102,Master's,BUSINESS ADMINISTRATION,6/23/2016,Certified
A-15152-81626,PHILIPPINES,H-1B,WARD MEMORIAL HOSPITAL,MONAHANS,TX,44283,Bachelor's,MEDICAL TECHNOLOGY,9/12/2016,Denied
A-15343-48813,HONG KONG,F-1,WARDLEY INDUSTRIAL INC.,Stockton,CA,42120,None,,8/17/2016,Certified
A-16043-72868,GERMANY,H-1B,Wargaming America Inc,Emeryville,CA,65832,High School,GENERAL EDUCATION,7/1/2016,Certified
A-16179-26473,PHILIPPINES,H-1B,Warm Springs Home Health Inc.,Fremont,CA,41600,Bachelor's,NURSING,8/24/2016,Certified
A-16161-19772,MEXICO,H-1B,"Washers, Inc. dba AlphaUSA",Livonia,MI,99528,Master's,QUALITY AND PRODUCTIVITY SYSTEMS ENGINEERING,8/24/2016,Certified
A-16064-80302,MALAYSIA,H-1B,WASHINGTON COLLEGE,Chestertown,MD,59384,Master's,BUSINESS ADMINISTRATION,6/30/2016,Certified
A-16112-00429,UNITED KINGDOM,H-1B,WASHINGTON COLLEGE,Chestertown,MD,24320,Bachelor's,BUSINESS ADMINISTRATION,8/23/2016,Certified
A-16074-84046,JAPAN,H-1B,"WASHINGTON CORE, LLC",Bethesda,MD,54288,Master's,SOCIAL WORK - SOCIAL & ECONOMIC DEVELOPMENT,8/22/2016,Certified
A-16074-84086,JAPAN,H-1B,"WASHINGTON CORE, LLC",Bethesda,MD,47320,Bachelor's,BUSINESS ADMINISTRATION,8/22/2016,Certified
A-16125-05711,SOUTH KOREA,F-1,"WASHINGTON FIRE PROTECTION ENGINEERING, LLC",Manassas,VA,58157,Bachelor's,ECONOMICS WITH ECONOMETRICS RELATED COURSE WORK,7/29/2016,Certified
A-16096-93264,PERU,H-1B,WASHINGTON INTERNATIONAL SCHOOL,Washington,DC,47333,Bachelor's,EARLY CHILDHOOD EDUCATION,7/28/2016,Certified
A-16039-70415,INDIA,H-1B,WASHINGTON STATE UNIVERSITY,Pullman,WA,43580,Doctorate,MECHANICAL ENGINEERING,6/8/2016,Certified
A-16083-88161,CANADA,H-1B,WASHINGTON STATE UNIVERSITY,Pullman,WA,37280,Doctorate,COMPUTER ENGINEERING,7/5/2016,Certified
A-16119-03354,INDIA,H-1B,WASHINGTON STATE UNIVERSITY,Pullman,WA,37280,Doctorate,COMPUTER SCIENCE,7/12/2016,Certified
A-16112-00317,TAIWAN,H-1B,WASHINGTON STATE UNIVERSITY,Pullman,WA,43580,Doctorate,MECH. ENGINEERING,7/12/2016,Certified
A-16106-98130,CANADA,H-1B,WASHINGTON STATE UNIVERSITY,Pullman,WA,37280,Doctorate,COMPUTER ENGINEERING,7/14/2016,Certified
A-16137-10522,AUSTRALIA,H-1B,WASHINGTON STATE UNIVERSITY,Pullman,WA,135210,Doctorate,VETERINARY SCIENCE,8/1/2016,Certified
A-16028-66201,LATVIA,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,St. Louis,MO,28450,Doctorate,FINANCE,6/23/2016,Certified
A-16048-73989,AUSTRALIA,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,St. Louis,MO,28450,Doctorate,MANAGERIAL SCIENCE & APPLIED ECONOMICS,6/23/2016,Certified
A-16166-21499,NEPAL,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,St. Louis,MO,70310,Other,MEDICINE,7/16/2016,Withdrawn
A-16028-66536,ISRAEL,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,St. Louis,MO,99740,Other,MEDICINE,7/28/2016,Certified
A-16131-07992,VENEZUELA,F-1,"WASHOFSKY AND ASSOCIATES, PA",BUNNELL,FL,28434,Bachelor's,ECONOMICS AND FINANCE,7/29/2016,Certified
A-16042-72321,INDIA,H-1B,Watsco Inc,Coconut Grove,FL,62920,Bachelor's,COMPUTER SCIENCE,6/10/2016,Certified
A-16054-76037,CHINA,H-1B,Watsco Inc,Coconut Grove,FL,81890,Master's,BUSINESS ADMINISTRATION,6/22/2016,Certified
A-16027-65992,CHINA,H-1B,WATSON FARLEY & WILLIAMS LLP,NEW YORK,NY,124426,Doctorate,"DOCTOR OF JURIDICAL SCIENCE, SHIPPING FINANCE",6/2/2016,Certified
A-16060-78286,PHILIPPINES,H-1B,Watts Constructors,DEDEDO,GU,53726,Bachelor's,CIVIL ENGINEERING,7/13/2016,Certified
A-16047-73578,BRAZIL,H-1B,"Watts Water Technologies, Inc.",Peoria,AZ,139880,Bachelor's,BACHELOR OF SCIENCE IN ELECTRICAL ENGINEERING,6/17/2016,Certified
A-16049-74510,SOUTH AFRICA,H-2A,WAUKON FEED RANCH,Dorchester,IA,30597,High School,COLLEGE PREP,9/21/2016,Denied
A-16064-80169,BANGLADESH,H-1B,WAVE ERA INC,Jersey City,NJ,111114,Master's,HEALTH CARE ADMINISTRATION,7/6/2016,Certified
A-16147-14967,INDIA,H-1B,"WAVEFRONT, INC.",Palo Alto,CA,118830,Master's,MANAGEMENT INFORMATION SYSTEMS,7/28/2016,Certified
A-15272-23340,INDIA,H-1B,"WAVELETSOFT TECHNOLOGIES, INC.",BENTONVILLE,AR,84635,Master's,COMPUTER SCIENCES,6/29/2016,Denied
A-16082-87664,INDIA,H-1B,"WAVELETSOFT TECHNOLOGIES, INC.",Bentonville,AR,97822,Master's,COMPUTER APPLICATIONS,8/16/2016,Certified
A-16150-15762,INDIA,H-1B,"WAVELETSOFT TECHNOLOGIES, INC.",Bentonville,AR,84926,Master's,INFORMATION TECHNOLOGY,8/29/2016,Certified
A-15142-79342,CHINA,H-1B,WAVETRONIX LLC,PROVO,UT,97386,Doctorate,MATERIALS SCIENCE & ENGINEERING,7/8/2016,Denied
A-15148-80659,COLOMBIA,H-1B,WAVETRONIX LLC,Provo,UT,75462,Bachelor's,ELECTRICAL ENGINEERING,7/8/2016,Denied
A-15364-55878,MONGOLIA,F-1,"Wavy, Inc.",North Hollywood,CA,39354,Master's,BUSINESS ADMINISTRATION,9/8/2016,Certified
A-16011-59528,GERMANY,J-1,WayBlazer,Austin,TX,60798,Bachelor's,COMPUTATIONAL LINGUISTICS,5/27/2016,Certified
A-16023-64445,INDIA,H-1B,WAYFAIR LLC,BOSTON,MA,93517,Master's,COMPUTER SCIENCE,6/3/2016,Certified
A-16023-64448,INDIA,H-1B,WAYFAIR LLC,BOSTON,MA,99195,Master's,COMPUTER SCIENCE,6/3/2016,Certified
A-16023-64451,INDIA,H-1B,WAYFAIR LLC,BOSTON,MA,93517,Master's,INFORMATION TECHNOLOGY,7/6/2016,Certified
A-16097-93462,INDIA,H-1B,WAYFAIR LLC,BOSTON,MA,93517,Master's,COMPUTER SCIENCE,7/19/2016,Certified
A-16194-31874,INDIA,H-1B,WAYFAIR LLC,BOSTON,MA,93517,Master's,COMPUTER SCIENCE,9/28/2016,Certified
A-16048-73730,CANADA,H-1B,WAYNE STATE UNIVERSITY,Detroit,MI,89376,Other,MEDICINE,7/6/2016,Certified
A-16034-68596,GERMANY,H-1B,WAYNE STATE UNIVERSITY,Detroit,MI,104677,Doctorate,PHARMACEUTICAL SCIENCES,7/28/2016,Certified
A-16127-06627,INDIA,H-1B,WAYNE STATE UNIVERSITY,Detroit,MI,41870,Master's,BIOMEDICAL ENGINEERING,8/22/2016,Certified
